Profit,CurrentTPS,CurrentTokens,TokensUsed,TransactionsUpgraded
1000.00,10941.00,0.00,1000.00,0
1000.00,10943.00,0.00,1000.00,0
1000.00,10855.00,0.00,1000.00,0
1000.00,10860.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11085.00,0.00,1000.00,0
1000.00,10940.00,0.00,1000.00,0
1000.00,11003.00,0.00,1000.00,0
1000.00,11007.00,0.00,1000.00,0
1000.00,10864.00,0.00,1000.00,0
1000.00,10903.00,0.00,1000.00,0
1000.00,10932.00,0.00,1000.00,0
1000.00,10863.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11139.00,0.00,1000.00,0
1000.00,10941.00,0.00,1000.00,0
1000.00,10801.00,0.00,1000.00,0
1000.00,10995.00,0.00,1000.00,0
1000.00,10863.00,0.00,1000.00,0
1000.00,10863.00,0.00,1000.00,0
1000.00,11080.00,0.00,1000.00,0
1000.00,11085.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11141.00,0.00,1000.00,0
1000.00,11137.00,0.00,1000.00,0
1000.00,10793.00,0.00,1000.00,0
1000.00,10939.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11137.00,0.00,1000.00,0
1000.00,11277.00,0.00,1000.00,0
1000.00,10858.00,0.00,1000.00,0
1000.00,11064.00,0.00,1000.00,0
1000.00,11003.00,0.00,1000.00,0
1000.00,11003.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11141.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11008.00,0.00,1000.00,0
1000.00,10858.00,0.00,1000.00,0
1000.00,11003.00,0.00,1000.00,0
1000.00,11113.00,0.00,1000.00,0
1000.00,11136.00,0.00,1000.00,0
1000.00,11001.00,0.00,1000.00,0
1000.00,11142.00,0.00,1000.00,0
1000.00,11143.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10802.00,0.00,1000.00,0
1000.00,11006.00,0.00,1000.00,0
1000.00,11004.00,0.00,1000.00,0
1000.00,10864.00,0.00,1000.00,0
1000.00,11007.00,0.00,1000.00,0
1000.00,10858.00,0.00,1000.00,0
1000.00,10859.00,0.00,1000.00,0
1000.00,10901.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10991.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11140.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10860.00,0.00,1000.00,0
1000.00,10999.00,0.00,1000.00,0
1000.00,11001.00,0.00,1000.00,0
1000.00,11046.00,0.00,1000.00,0
1000.00,11135.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11142.00,0.00,1000.00,0
1000.00,11136.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10855.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10997.00,0.00,1000.00,0
1000.00,11002.00,0.00,1000.00,0
1000.00,11136.00,0.00,1000.00,0
1000.00,11137.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10997.00,0.00,1000.00,0
1000.00,10862.00,0.00,1000.00,0
1000.00,10864.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11143.00,0.00,1000.00,0
1000.00,10988.00,0.00,1000.00,0
1000.00,11139.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10862.00,0.00,1000.00,0
1000.00,11003.00,0.00,1000.00,0
1000.00,10993.00,0.00,1000.00,0
1000.00,11139.00,0.00,1000.00,0
1000.00,11137.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10998.00,0.00,1000.00,0
1000.00,10857.00,0.00,1000.00,0
1000.00,11002.00,0.00,1000.00,0
1000.00,10999.00,0.00,1000.00,0
1000.00,11141.00,0.00,1000.00,0
1000.00,10999.00,0.00,1000.00,0
1000.00,11134.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10856.00,0.00,1000.00,0
1000.00,10998.00,0.00,1000.00,0
1000.00,11004.00,0.00,1000.00,0
1000.00,11202.00,0.00,1000.00,0
1000.00,11274.00,0.00,1000.00,0
1000.00,11273.00,0.00,1000.00,0
1000.00,11192.00,0.00,1000.00,0
1000.00,10799.00,0.00,1000.00,0
1000.00,11001.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,10864.00,0.00,1000.00,0
1000.00,10796.00,0.00,1000.00,0
1000.00,10939.00,0.00,1000.00,0
1000.00,10857.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11139.00,0.00,1000.00,0
1000.00,10936.00,0.00,1000.00,0
1000.00,10793.00,0.00,1000.00,0
1000.00,10857.00,0.00,1000.00,0
1000.00,10857.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,10940.00,0.00,1000.00,0
1000.00,10800.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10791.00,0.00,1000.00,0
1000.00,10933.00,0.00,1000.00,0
1000.00,10862.00,0.00,1000.00,0
1000.00,10931.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10937.00,0.00,1000.00,0
1000.00,10935.00,0.00,1000.00,0
1000.00,10996.00,0.00,1000.00,0
1000.00,10854.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,10934.00,0.00,1000.00,0
1000.00,10937.00,0.00,1000.00,0
1000.00,10858.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11137.00,0.00,1000.00,0
1000.00,10942.00,0.00,1000.00,0
1000.00,10937.00,0.00,1000.00,0
1000.00,10856.00,0.00,1000.00,0
1000.00,10857.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11083.00,0.00,1000.00,0
1000.00,10937.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11004.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,10803.00,0.00,1000.00,0
1000.00,10937.00,0.00,1000.00,0
1000.00,10800.00,0.00,1000.00,0
1000.00,10943.00,0.00,1000.00,0
1000.00,10878.00,0.00,1000.00,0
1000.00,10935.00,0.00,1000.00,0
1000.00,10938.00,0.00,1000.00,0
1000.00,10800.00,0.00,1000.00,0
1000.00,10800.00,0.00,1000.00,0
1000.00,10883.00,0.00,1000.00,0
1000.00,10944.00,0.00,1000.00,0
1000.00,11141.00,0.00,1000.00,0
1000.00,11077.00,0.00,1000.00,0
1000.00,10936.00,0.00,1000.00,0
3000.00,10401.00,0.00,3000.00,0
1000.00,10375.00,0.00,1000.00,0
1000.00,10229.00,0.00,1000.00,0
1000.00,9953.00,0.00,1000.00,0
796.00,10152.00,0.00,796.00,0
142.00,10152.00,0.00,142.00,0
743.00,10294.00,0.00,743.00,0
223.00,10297.00,0.00,223.00,0
767.00,10097.00,0.00,767.00,0
230.00,10296.00,0.00,230.00,0
769.00,10091.00,0.00,769.00,0
230.00,10159.00,0.00,230.00,0
770.00,10232.00,0.00,770.00,0
930.00,10152.00,0.00,930.00,0
280.00,10296.00,0.00,280.00,0
784.00,10157.00,0.00,784.00,0
235.00,10164.00,0.00,235.00,0
770.00,10240.00,0.00,770.00,0
231.00,10160.00,0.00,231.00,0
770.00,10099.00,0.00,770.00,0
230.00,10298.00,0.00,230.00,0
770.00,10246.00,0.00,770.00,0
930.00,10450.00,0.00,930.00,0
280.00,10443.00,0.00,280.00,0
784.00,10305.00,0.00,784.00,0
235.00,10438.00,0.00,235.00,0
770.00,10242.00,0.00,770.00,0
231.00,10303.00,0.00,231.00,0
770.00,10382.00,0.00,770.00,0
230.00,10306.00,0.00,230.00,0
770.00,10178.00,0.00,770.00,0
930.00,10302.00,0.00,930.00,0
280.00,10298.00,0.00,280.00,0
784.00,10438.00,0.00,784.00,0
235.00,10434.00,0.00,235.00,0
770.00,10383.00,0.00,770.00,0
231.00,10580.00,0.00,231.00,0
770.00,10374.00,0.00,770.00,0
230.00,10577.00,0.00,230.00,0
770.00,10516.00,0.00,770.00,0
930.00,10435.00,0.00,930.00,0
280.00,10580.00,0.00,280.00,0
784.00,10441.00,0.00,784.00,0
235.00,10588.00,0.00,235.00,0
770.00,10527.00,0.00,770.00,0
231.00,10450.00,0.00,231.00,0
770.00,10532.00,0.00,770.00,0
230.00,10589.00,0.00,230.00,0
770.00,10389.00,0.00,770.00,0
930.00,10588.00,0.00,930.00,0
280.00,10586.00,0.00,280.00,0
784.00,10582.00,0.00,784.00,0
336.00,10726.00,0.00,336.00,0
700.00,10526.00,0.00,700.00,0
300.00,10720.00,0.00,300.00,0
700.00,10377.00,0.00,700.00,0
909.00,10583.00,0.00,909.00,0
391.00,10719.00,0.00,391.00,0
700.00,10523.00,0.00,700.00,0
1300.00,10729.00,0.00,1300.00,0
1000.00,10802.00,0.00,1000.00,0
1000.00,10659.00,0.00,1000.00,0
1000.00,10664.00,0.00,1000.00,0
1000.00,10797.00,0.00,1000.00,0
1000.00,10714.00,0.00,1000.00,0
1000.00,10850.00,0.00,1000.00,0
1000.00,10993.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,10865.00,0.00,1000.00,0
1000.00,10996.00,0.00,1000.00,0
1000.00,10861.00,0.00,1000.00,0
1000.00,11005.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11139.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11144.00,0.00,1000.00,0
1000.00,11000.00,0.00,1000.00,0
1000.00,11200.00,0.00,1000.00,0
1000.00,11259.00,0.00,1000.00,0
1000.00,11458.00,0.00,1000.00,0
1000.00,11601.00,0.00,1000.00,0
1000.00,11711.00,0.00,1000.00,0
1000.00,11846.00,0.00,1000.00,0
1000.00,11847.00,0.00,1000.00,0
1000.00,11849.00,0.00,1000.00,0
1000.00,11703.00,0.00,1000.00,0
1000.00,11703.00,0.00,1000.00,0
1000.00,11708.00,0.00,1000.00,0
1000.00,11847.00,0.00,1000.00,0
1000.00,11711.00,0.00,1000.00,0
1000.00,11820.00,0.00,1000.00,0
1000.00,11839.00,0.00,1000.00,0
1000.00,11701.00,0.00,1000.00,0
1000.00,11557.00,0.00,1000.00,0
1000.00,11553.00,0.00,1000.00,0
1000.00,11560.00,0.00,1000.00,0
1000.00,11561.00,0.00,1000.00,0
1000.00,11693.00,0.00,1000.00,0
1000.00,11755.00,0.00,1000.00,0
1000.00,11701.00,0.00,1000.00,0
1000.00,11703.00,0.00,1000.00,0
1000.00,11564.00,0.00,1000.00,0
1000.00,11422.00,0.00,1000.00,0
1000.00,11447.00,0.00,1000.00,0
1000.00,11415.00,0.00,1000.00,0
1000.00,11412.00,0.00,1000.00,0
1000.00,11549.00,0.00,1000.00,0
1000.00,11410.00,0.00,1000.00,0
1000.00,11273.00,0.00,1000.00,0
1000.00,11415.00,0.00,1000.00,0
1000.00,11276.00,0.00,1000.00,0
1000.00,11280.00,0.00,1000.00,0
1000.00,11086.00,0.00,1000.00,0
1000.00,11419.00,0.00,1000.00,0
1000.00,11417.00,0.00,1000.00,0
1000.00,11411.00,0.00,1000.00,0
1000.00,11410.00,0.00,1000.00,0
1000.00,11274.00,0.00,1000.00,0
1000.00,11279.00,0.00,1000.00,0
1000.00,11205.00,0.00,1000.00,0
1000.00,11143.00,0.00,1000.00,0
1000.00,11289.00,0.00,1000.00,0
1000.00,11287.00,0.00,1000.00,0
1000.00,11134.00,0.00,1000.00,0
1000.00,11195.00,0.00,1000.00,0
