Timestamp,SystemLatency
1777323957503,0.0000
1777323957536,71.0000
1777323957579,54.1694
1777323957602,47.4740
1777323957664,41.1707
1777323957686,42.6028
1777323957709,48.7209
1777323957776,62.2141
1777323957802,61.8263
1777323957826,58.6064
1777323957869,54.8017
1777323957893,52.3102
1777323957938,49.4788
1777323957963,48.0047
1777323958007,45.8646
1777323958031,44.4802
1777323958087,43.0324
1777323958110,42.1702
1777323958132,41.5312
1777323958175,40.3476
1777323958200,39.8641
1777323958224,39.0344
1777323958269,38.1575
1777323958293,37.6303
1777323958338,36.6963
1777323958362,36.3386
1777323958406,35.6779
1777323958428,35.4358
1777323958471,34.8330
1777323958494,34.5252
1777323958536,34.5356
1777323958560,33.8701
1777323958602,32.1325
1777323958624,32.1592
1777323958666,31.8327
1777323958688,31.1287
1777323958731,29.6908
1777323958773,25.7390
1777323958795,24.2456
1777323958838,21.0013
1777323958861,21.4150
1777323958904,21.5828
1777323958927,21.6679
1777323958980,21.3969
1777323959003,21.9404
1777323959025,21.9462
1777323959069,21.7527
1777323959091,21.7345
1777323959135,21.1515
1777323959157,21.2006
1777323959201,20.8526
1777323959223,20.5492
1777323959266,20.6675
1777323959289,20.5597
1777323959351,20.1692
1777323959394,19.9104
1777323959436,19.5671
1777323959468,19.7981
1777323959492,19.7385
1777323959535,19.4140
1777323959558,19.0527
1777323959601,19.1498
1777323959624,19.2721
1777323959668,19.2532
1777323959718,19.9682
1777323959740,20.0044
1777323959784,19.5931
1777323959807,19.7258
1777323959850,19.4229
1777323959872,19.3134
1777323959916,19.1642
1777323959938,19.0350
1777323959982,18.9636
1777323960004,18.5529
1777323960047,18.5064
1777323960071,18.5960
1777323960114,18.3901
1777323960136,18.4549
1777323960180,18.4676
1777323960203,18.6078
1777323960247,18.5783
1777323960269,18.5611
1777323960313,18.7725
1777323960336,18.8555
1777323960379,18.5998
1777323960402,18.7494
1777323960445,18.4629
1777323960468,18.5858
1777323960512,18.3111
1777323960535,18.5649
1777323960578,18.2420
1777323960601,18.3301
1777323960645,17.7797
1777323960667,17.9133
1777323960711,17.5452
1777323960734,17.6309
1777323960778,17.4837
1777323960800,17.6212
1777323960844,17.5172
1777323960866,17.5614
1777323960910,17.4120
1777323960933,17.4070
1777323960976,17.5057
1777323960999,17.5716
1777323961044,17.3940
1777323961067,17.5792
1777323961111,17.5662
1777323961134,17.6978
1777323961178,17.7220
1777323961202,17.8507
1777323961246,17.8791
1777323961269,18.0236
1777323961313,18.0067
1777323961337,18.1382
1777323961361,18.3538
1777323961405,17.9793
1777323961429,18.2296
1777323961475,17.8721
1777323961499,18.2055
1777323961543,18.2454
1777323961567,18.5012
1777323961612,18.5799
1777323961636,18.9222
1777323961663,18.8738
1777323961708,18.8978
1777323961731,18.9966
1777323961776,19.1135
1777323961800,19.1697
1777323961845,19.3524
1777323961870,19.6272
1777323961893,20.0617
1777323961938,19.6986
1777323961962,19.9777
1777323962006,19.9100
1777323962032,20.1166
1777323962077,19.9028
1777323962100,20.3885
1777323962123,20.2880
1777323962168,20.0324
1777323962191,19.8796
1777323962236,19.6821
1777323962260,19.7045
1777323962304,19.4042
1777323962328,19.5485
1777323962373,19.5554
1777323962397,19.7636
1777323962442,19.6905
1777323962467,20.2450
1777323962491,20.2020
1777323962536,20.0331
1777323962560,20.0919
1777323962606,19.9762
1777323962630,20.1401
1777323962654,19.8349
