Timestamp,Profit,CurrentTPS,CurrentTokens,TokensUsed,TransactionsUpgraded
1777323957505,18000.00,0.00,NA,678.60,0
1777323957536,9100.00,0.00,NA,339.30,0
1777323957579,9050.00,144.00,NA,339.30,0
1777323957601,8980.00,192.00,NA,339.30,0
1777323957658,9040.00,240.00,NA,339.30,0
1777323957680,9080.00,289.00,NA,339.30,0
1777323957702,8970.00,344.00,NA,339.30,0
1777323957782,17860.00,433.00,NA,678.60,0
1777323957804,9070.00,555.00,NA,339.30,0
1777323957827,8960.00,644.00,NA,339.30,0
1777323957871,8920.00,720.00,NA,339.30,0
1777323957894,9030.00,777.00,NA,339.30,0
1777323957936,8990.00,840.00,NA,339.30,0
1777323957979,8730.00,897.00,NA,339.30,0
1777323958001,8830.00,960.00,NA,339.30,0
1777323958044,9230.00,1020.00,NA,339.30,0
1777323958087,8890.00,1080.00,NA,339.30,0
1777323958109,9050.00,1140.00,NA,339.30,0
1777323958131,8900.00,1200.00,NA,339.30,0
1777323958173,8810.00,1260.00,NA,339.30,0
1777323958195,9030.00,1317.00,NA,339.30,0
1777323958237,9070.00,1380.00,NA,339.30,0
1777323958260,9110.00,1428.00,NA,339.30,0
1777323958302,9130.00,1500.00,NA,339.30,0
1777323958324,9060.00,1560.00,NA,339.30,0
1777323958366,9080.00,1620.00,NA,339.30,0
1777323958389,8990.00,1677.00,NA,339.30,0
1777323958431,8860.00,1737.00,NA,339.30,0
1777323958474,9100.00,1800.00,NA,339.30,0
1777323958496,8990.00,1860.00,NA,339.30,0
1777323958537,9030.00,1920.00,NA,339.30,0
1777323958560,8970.00,1980.00,NA,339.30,0
1777323958604,8920.00,2037.00,NA,339.30,0
1777323958626,9320.00,2097.00,NA,339.30,0
1777323958669,8880.00,2157.00,NA,339.30,0
1777323958692,9070.00,2220.00,NA,339.30,0
1777323958734,9020.00,2277.00,NA,339.30,0
1777323958757,9130.00,2337.00,NA,339.30,0
1777323958801,9040.00,2400.00,NA,339.30,0
1777323958824,9180.00,2457.00,NA,339.30,0
1777323958868,9160.00,2520.00,NA,339.30,0
1777323958891,8790.00,2574.00,NA,339.30,0
1777323958935,9110.00,2640.00,NA,339.30,0
1777323958958,9240.00,2700.00,NA,339.30,0
1777323959000,8950.00,2757.00,NA,339.30,0
1777323959023,9020.00,2820.00,NA,339.30,0
1777323959066,8930.00,2879.00,NA,339.30,0
1777323959089,8820.00,2937.00,NA,339.30,0
1777323959132,8810.00,3000.00,NA,339.30,0
1777323959154,9090.00,3057.00,NA,339.30,0
1777323959198,8830.00,3120.00,NA,339.30,0
1777323959220,8960.00,3176.00,NA,339.30,0
1777323959264,8920.00,3237.00,NA,339.30,0
1777323959287,9080.00,3300.00,NA,339.30,0
1777323959350,8870.00,3360.00,NA,339.30,0
1777323959374,8780.00,3420.00,NA,339.30,0
1777323959397,9110.00,3480.00,NA,339.30,0
1777323959419,8760.00,3537.00,NA,339.30,0
1777323959469,9030.00,3600.00,NA,339.30,0
1777323959491,9070.00,3660.00,NA,339.30,0
1777323959535,9010.00,3720.00,NA,339.30,0
1777323959557,9150.00,3777.00,NA,339.30,0
1777323959601,8990.00,3837.00,NA,339.30,0
1777323959623,9000.00,3900.00,NA,339.30,0
1777323959667,9050.00,3957.00,NA,339.30,0
1777323959718,8870.00,4020.00,NA,339.30,0
1777323959740,8730.00,4080.00,NA,339.30,0
1777323959784,8870.00,4137.00,NA,339.30,0
1777323959807,8810.00,4197.00,NA,339.30,0
1777323959851,8790.00,4260.00,NA,339.30,0
1777323959873,9180.00,4317.00,NA,339.30,0
1777323959917,8990.00,4380.00,NA,339.30,0
1777323959939,8910.00,4440.00,NA,339.30,0
1777323959982,9070.00,4500.00,NA,339.30,0
1777323960004,9100.00,4557.00,NA,339.30,0
1777323960046,8890.00,4617.00,NA,339.30,0
1777323960068,8900.00,4680.00,NA,339.30,0
1777323960110,8940.00,4737.00,NA,339.30,0
1777323960132,9040.00,4797.00,NA,339.30,0
1777323960174,8850.00,4857.00,NA,339.30,0
1777323960196,8820.00,4917.00,NA,339.30,0
1777323960238,9070.00,4980.00,NA,339.30,0
1777323960280,8930.00,5037.00,NA,339.30,0
1777323960302,9080.00,5097.00,NA,339.30,0
1777323960344,8960.00,5160.00,NA,339.30,0
1777323960366,8710.00,5220.00,NA,339.30,0
1777323960410,8970.00,5278.00,NA,339.30,0
1777323960432,9130.00,5337.00,NA,339.30,0
1777323960476,9100.00,5400.00,NA,339.30,0
1777323960499,8970.00,5457.00,NA,339.30,0
1777323960541,9160.00,5520.00,NA,339.30,0
1777323960563,9050.00,5571.00,NA,339.30,0
1777323960607,9130.00,5640.00,NA,339.30,0
1777323960650,9150.00,5700.00,NA,339.30,0
1777323960673,8940.00,5757.00,NA,339.30,0
1777323960716,9120.00,5820.00,NA,339.30,0
1777323960738,9080.00,5877.00,NA,339.30,0
1777323960781,9030.00,5940.00,NA,339.30,0
1777323960804,8930.00,5997.00,NA,339.30,0
1777323960847,9040.00,6060.00,NA,339.30,0
1777323960869,9000.00,6120.00,NA,339.30,0
1777323960914,9120.00,6177.00,NA,339.30,0
1777323960937,8740.00,6237.00,NA,339.30,0
1777323960981,9020.00,6300.00,NA,339.30,0
1777323961003,9120.00,6357.00,NA,339.30,0
1777323961047,8910.00,6420.00,NA,339.30,0
1777323961070,8920.00,6477.00,NA,339.30,0
1777323961114,8900.00,6540.00,NA,339.30,0
1777323961138,9140.00,6600.00,NA,339.30,0
1777323961161,9170.00,6652.00,NA,339.30,0
1777323961205,9150.00,6720.00,NA,339.30,0
1777323961228,9000.00,6780.00,NA,339.30,0
1777323961273,9050.00,6837.00,NA,339.30,0
1777323961297,9070.00,6897.00,NA,339.30,0
1777323961340,9120.00,6960.00,NA,339.30,0
1777323961364,9070.00,7017.00,NA,339.30,0
1777323961408,8750.00,7077.00,NA,339.30,0
1777323961431,8740.00,7137.00,NA,339.30,0
1777323961475,8740.00,7200.00,NA,339.30,0
1777323961497,8780.00,7260.00,NA,339.30,0
1777323961541,8870.00,7317.00,NA,339.30,0
1777323961564,8850.00,7380.00,NA,339.30,0
1777323961609,9240.00,7437.00,NA,339.30,0
1777323961632,9030.00,7500.00,NA,339.30,0
1777323961676,8820.00,7557.00,NA,339.30,0
1777323961700,9000.00,7617.00,NA,339.30,0
1777323961723,8730.00,7677.00,NA,339.30,0
1777323961769,9090.00,7740.00,NA,339.30,0
1777323961792,8830.00,7797.00,NA,339.30,0
1777323961837,9050.00,7860.00,NA,339.30,0
1777323961860,8940.00,7908.00,NA,339.30,0
1777323961905,9280.00,7980.00,NA,339.30,0
1777323961928,9230.00,8040.00,NA,339.30,0
1777323961973,8890.00,8097.00,NA,339.30,0
1777323961997,8900.00,8157.00,NA,339.30,0
1777323962042,8970.00,8220.00,NA,339.30,0
1777323962065,9020.00,8277.00,NA,339.30,0
1777323962088,9370.00,8337.00,NA,339.30,0
1777323962131,8840.00,8400.00,NA,339.30,0
1777323962155,9040.00,8454.00,NA,339.30,0
1777323962199,8950.00,8520.00,NA,339.30,0
1777323962222,9010.00,8580.00,NA,339.30,0
1777323962265,9040.00,8637.00,NA,339.30,0
1777323962309,8650.00,8697.00,NA,339.30,0
1777323962332,8930.00,8757.00,NA,339.30,0
1777323962356,9070.00,8817.00,NA,339.30,0
1777323962402,9000.00,8880.00,NA,339.30,0
1777323962426,8720.00,8937.00,NA,339.30,0
1777323962471,9060.00,9000.00,NA,339.30,0
1777323962495,8970.00,9060.00,NA,339.30,0
1777323962540,9070.00,9119.00,NA,339.30,0
1777323962563,9170.00,9041.00,NA,339.30,0
1777323962586,9060.00,9076.00,NA,339.30,0
1777323962630,8890.00,9057.00,NA,339.30,0
1777323962654,9020.00,9117.00,NA,339.30,0
1777323962697,9260.00,9076.00,NA,339.30,0
1777323962720,9050.00,9068.00,NA,339.30,0
1777323962765,9090.00,9115.00,NA,339.30,0
1777323962788,9020.00,9146.00,NA,339.30,0
1777323962832,8950.00,8995.00,NA,339.30,0
1777323962855,9060.00,9000.00,NA,339.30,0
1777323962900,8990.00,8983.00,NA,339.30,0
1777323962926,8960.00,8997.00,NA,339.30,0
1777323962969,8970.00,9003.00,NA,339.30,0
1777323962993,8930.00,8997.00,NA,339.30,0
1777323963017,9050.00,9000.00,NA,339.30,0
1777323963062,9090.00,9000.00,NA,339.30,0
1777323963086,8990.00,9057.00,NA,339.30,0
1777323963144,8990.00,8931.00,NA,339.30,0
1777323963168,8980.00,8994.00,NA,339.30,0
1777323963191,9040.00,9000.00,NA,339.30,0
1777323963215,8920.00,8993.00,NA,339.30,0
