Timestamp,SystemTPS,LeaderId
1777324461312,0.00,1
1777324461374,32.00,1
1777324461422,179.00,1
1777324461459,327.00,1
1777324461510,441.00,1
1777324461542,547.00,1
1777324461570,627.00,1
1777324461597,707.00,1
1777324461624,787.00,1
1777324461657,866.00,1
1777324461707,2014.00,1
1777324461748,2094.00,1
1777324461784,2161.00,1
1777324461817,2241.00,1
1777324461852,2330.00,1
1777324461905,3454.00,1
1777324461956,3614.00,1
1777324461984,3681.00,1
1777324462013,3774.00,1
1777324462045,3854.00,1
1777324462078,3921.00,1
1777324462113,4787.00,1
1777324462147,4867.00,1
1777324462181,4960.00,1
1777324462214,5040.00,1
1777324462246,5120.00,1
1777324462283,5200.00,1
1777324462316,5987.00,1
1777324462351,6067.00,1
1777324462396,6160.00,1
1777324462437,6294.00,1
1777324462473,6387.00,1
1777324462510,6467.00,1
1777324462543,7280.00,1
1777324462574,7360.00,1
1777324462604,7440.00,1
1777324462633,7520.00,1
1777324462667,7600.00,1
1777324462694,7680.00,1
1777324462721,8589.00,1
1777324462770,8680.00,1
1777324462798,8747.00,1
1777324462843,8840.00,1
1777324462872,8913.00,1
1777324462900,8994.00,1
1777324462929,9794.00,1
1777324462978,9874.00,1
1777324463007,9941.00,1
1777324463036,10021.00,1
1777324463066,10114.00,1
1777324463094,10194.00,1
1777324463143,11000.00,1
1777324463172,11080.00,1
1777324463200,11160.00,1
1777324463229,11240.00,1
1777324463287,11320.00,1
1777324463326,11480.00,1
1777324463371,12380.00,1
1777324463396,12447.00,1
1777324463423,12540.00,1
1777324463452,12620.00,1
1777324463501,12700.00,1
1777324463527,12780.00,1
1777324463553,12847.00,1
1777324463601,13674.00,1
1777324463628,13754.00,1
1777324463659,13834.00,1
1777324463687,13914.00,1
1777324463716,13994.00,1
1777324463767,14485.00,1
1777324463799,14928.00,1
1777324463832,15008.00,1
1777324463859,15059.00,1
1777324463887,15168.00,1
1777324463922,15248.00,1
1777324463974,15328.00,1
1777324464002,16171.00,1
1777324464033,16251.00,1
1777324464067,16331.00,1
1777324464094,16411.00,1
1777324464121,16491.00,1
1777324464149,16571.00,1
1777324464197,17400.00,1
1777324464225,17480.00,1
1777324464257,17560.00,1
1777324464287,17640.00,1
1777324464316,17720.00,1
1777324464366,17800.00,1
1777324464395,17851.00,1
1777324464427,18711.00,1
1777324464457,18791.00,1
1777324464486,18871.00,1
1777324464537,18980.00,1
1777324464566,19060.00,1
1777324464597,19140.00,1
1777324464627,19947.00,1
1777324464656,20027.00,1
1777324464686,20107.00,1
1777324464716,20187.00,1
1777324464745,20267.00,1
1777324464775,20347.00,1
1777324464826,21200.00,1
1777324464860,21280.00,1
1777324464895,21360.00,1
1777324464933,21440.00,1
1777324464971,21491.00,1
1777324465007,21591.00,1
1777324465041,22439.00,1
1777324465073,22519.00,1
1777324465122,22599.00,1
1777324465147,22679.00,1
1777324465178,22781.00,1
1777324465203,22890.00,1
1777324465251,23794.00,1
1777324465279,23874.00,1
1777324465307,23954.00,1
1777324465356,24034.00,1
1777324465385,24085.00,1
1777324465415,24165.00,1
1777324465444,24245.00,1
1777324465473,25051.00,1
1777324465504,25131.00,1
1777324465535,25211.00,1
1777324465586,25320.00,1
1777324465615,25400.00,1
1777324465646,25480.00,1
1777324465689,26365.00,1
1777324465720,26445.00,1
1777324465751,26525.00,1
1777324465780,26605.00,1
1777324465810,26705.00,1
1777324465840,26765.00,1
1777324465871,26845.00,1
1777324465922,27674.00,1
1777324465953,27725.00,1
1777324465989,27805.00,1
1777324466020,27885.00,1
1777324466054,27994.00,1
1777324466087,28800.00,1
1777324466119,28880.00,1
1777324466150,28960.00,1
1777324466185,29040.00,1
1777324466217,29120.00,1
1777324466250,29171.00,1
1777324466283,29251.00,1
1777324466319,30108.00,1
1777324466352,30188.00,1
1777324466391,30246.00,1
1777324466427,30198.00,1
1777324466460,30150.00,1
1777324466494,30069.00,1
1777324466528,30780.00,1
1777324466563,30767.00,1
1777324466598,30796.00,1
1777324466632,30796.00,1
1777324466666,30796.00,1
1777324466702,30767.00,1
1777324466740,30181.00,1
1777324466810,30172.00,1
1777324466842,30172.00,1
1777324466871,30172.00,1
1777324466899,30239.00,1
1777324466931,30003.00,1
1777324466961,30057.00,1
1777324467010,29977.00,1
1777324467039,29977.00,1
1777324467068,29961.00,1
1777324467097,29961.00,1
1777324467128,29961.00,1
1777324467178,29992.00,1
1777324467208,29963.00,1
1777324467238,29950.00,1
1777324467270,29963.00,1
1777324467305,29963.00,1
1777324467335,29963.00,1
1777324467366,30112.00,1
1777324467397,30099.00,1
1777324467426,30045.00,1
1777324467475,30061.00,1
1777324467505,30061.00,1
1777324467535,30061.00,1
1777324467566,29944.00,1
1777324467593,29944.00,1
1777324467643,29883.00,1
1777324467674,29914.00,1
1777324467704,29864.00,1
1777324467736,29835.00,1
1777324467770,29967.00,1
1777324467801,29980.00,1
1777324467833,29980.00,1
1777324467864,29980.00,1
1777324467903,29938.00,1
1777324467939,29872.00,1
1777324467970,29938.00,1
1777324468004,29949.00,1
1777324468062,29866.00,1
1777324468093,29852.00,1
1777324468128,29885.00,1
1777324468164,29956.00,1
1777324468209,29988.00,1
1777324468268,29892.00,1
1777324468300,29959.00,1
1777324468339,29863.00,1
1777324468400,29876.00,1
1777324468426,29820.00,1
1777324468454,29820.00,1
